职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
区块链研发工程师,1.5万-3万 · 14薪,杭州-滨江,1-3年,本科,C++、Python,杭州高新区(滨江)区块链与数据安全研究院,http://jobs.zhaopin.com/CCL1475147210J40476448211.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
资深数据分析师（驻场银行）,2.5万-3.5万,杭州-萧山,10年以上,本科,数据挖掘、Python、SAS,长亮科技,http://jobs.zhaopin.com/CC120564550J40485914004.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
银行测试工程师,1.3万-1.8万,杭州-上城,3-5年,本科,Jmeter、Selenium、JIRA、Java、Python、HTML,北京捷科智诚科技有限公司,http://jobs.zhaopin.com/CC273670410J40487464606.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
对日开发初级技术员到项目经理的全职位招聘,2.5万-5万,杭州,1-3年,大专,.NET、C、Java、C#、Python,株式会社ProfaceSystems,http://jobs.zhaopin.com/CC579165780J40398757713.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
游戏测试（接受23届）,8千-1.5万 · 13薪,杭州-滨江,1-3年,本科,Python、手游测试、页游测试、动作游戏,武汉讯锡云科技有限公司,http://jobs.zhaopin.com/CC566069530J40496477005.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
后端开发工程师,1.1万-2.2万,杭州-余杭,3-5年,学历不限,Python,北京霍因科技有限公司,http://jobs.zhaopin.com/CC608050080J40497000402.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
软件测试,1.2万-1.8万 · 15薪,杭州-滨江,3-5年,本科,功能测试、系统测试、Python,杭州海康威视数字技术股份有限公司,http://jobs.zhaopin.com/CC120975580J40581951215.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
Java软件工程师,1.5万-3万,杭州-滨江,经验不限,本科,Python、SQL、Linux、后端开发、Spring、MySQL、软件工程师、WEB开发,外企德科,http://jobs.zhaopin.com/CC138117190J40299117805.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
C/C++软件开发工程师(数据服务类),1万-2万,杭州-滨江,1-3年,本科,C++、C,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40512377814.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
杭州JAVA开发 (诸葛) AI面试-短期8个月,1.6万-1.7万,杭州-滨江,5-10年,大专,Python、PHP、C++、Spring、Mybatis、MySQL、Redis、NoSQL,上海正诺信息科技有限公司,http://jobs.zhaopin.com/CC682919930J40532593907.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
帆软 finereport开发,1.4万-2.4万,杭州-拱墅,3-5年,大专,SQL、FineReport、帆软,纬创软件,http://jobs.zhaopin.com/CC120817710J40530362601.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
ETL工程师,1.3万-1.8万,杭州-上城,3-5年,本科,Oracle、数据开发、监管报送,天阳科技,http://jobs.zhaopin.com/CC120408370J40409529208.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
c++开发工程师/双休/全额社保/可优秀应届生,1.8万-3.5万 · 16薪,杭州-滨江,1-3年,本科,Python、C、Java、开发语言不限、C语言、Qt、Redis、QT开发,外企德科,http://jobs.zhaopin.com/CC138117190J40510906105.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
生物信息工程师,1.3万-1.6万 · 13薪,杭州-滨江,1-3年,本科,Python、R语言、C语言、转录组学、基因组学、蛋白质组学、免疫组学,杭州铂赛生物科技有限公司,http://jobs.zhaopin.com/CC872563700J40454325903.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
数据科学家,1.2万-2.4万,杭州-临平,5-10年,硕士,SQL、R语言、Python、统计学、数据分析、数据挖掘、数据建模,重庆爱永星辰标准医药服务有限公司,http://jobs.zhaopin.com/CC848313620J40476523009.htm?refcode=4019&srccode=401901&preactionid=a1555d9b-c4fa-4b7d-be86-2f13e5320727
