职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
成本数据岗位,6千-8千 · 13薪,杭州-富阳,经验不限,学历不限,,京东物流,http://jobs.zhaopin.com/CC677237020J40505797705.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据分析工程师,1.5万-1.7万,杭州-滨江,3-5年,本科,,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40501079002.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据分析工程师,1.1万-1.3万,杭州-余杭,1-3年,本科,行业分析,北京清软创新科技股份有限公司,http://jobs.zhaopin.com/CC139533360J40375831113.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据开发工程师,1.8万-2.3万,杭州-滨江,5-10年,本科,ETL开发、数仓开发、DATAWORKS、HIVE SQL,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40484637706.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据分析（2023或2024硕士毕业生）,8千-1.2万,杭州-临平,经验不限,硕士,应用统计学、数学,浙江联运环境工程股份有限公司,http://jobs.zhaopin.com/CC653031620J40522429207.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据运营,1.2万-1.6万,杭州-西湖,3-5年,本科,精通SQL，PYTHON,外企德科,http://jobs.zhaopin.com/CC138117190J40482247605.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据分析师,150-200/天,杭州-余杭,1-3年,本科,,智云星峰(杭州)技术有限公司,http://jobs.zhaopin.com/CCL1476165920J40497968505.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
gis开发工程师,1.5万-2万,杭州-上城,经验不限,学历不限,GIS、WebGIS开发、QGIS、PostgreSQL、SQL Server,杭州同轩科技有限公司,http://jobs.zhaopin.com/CZ734992080J00107194201.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
大数据开发工程师（统本）,1.3万-1.8万,杭州-上城,3-5年,本科,数据中台、数仓开发、Hive、Spark,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40500159010.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
WEBGIS开发工程师G00195,8千-1.5万,杭州-拱墅,经验不限,本科,WEBGIS,上海数慧系统技术有限公司,http://jobs.zhaopin.com/CC134516070J40103118604.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
产品数据专员,6千-8千,杭州-临平,1-3年,本科,SQL、PHOTOSHOP、图片处理、数据分析,浙江万明精配大数据科技有限公司,http://jobs.zhaopin.com/CC860921150J40497748409.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据分析专员,4千-5千,杭州-萧山,1-3年,大专,,杭州菜番蕃科技有限公司,http://jobs.zhaopin.com/CCL1358686280J40551499714.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
化建数据库管理,5千-7千 · 13薪,杭州-钱塘,1-3年,大专,销售数据运营、经营数据分析、财务数据分析、ERP,中财招商投资集团有限公司,http://jobs.zhaopin.com/CC120648220J40521331508.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274810.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
运营提效 (MJ007522),7千-1万 · 14薪,杭州-滨江,3-5年,本科,销售数据运营、经营数据分析、SPSS、Power BI,正泰安能数字能源(浙江)股份有限公司,http://jobs.zhaopin.com/CC603456930J40479851416.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
高级数据分析,2.5万-4.5万,杭州-滨江,经验不限,本科,数据挖掘,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40477797016.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
数据开发工程师,1.4万-1.7万,杭州-萧山,3-5年,本科,恒生电子、证券,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40505386910.htm?refcode=4019&srccode=401901&preactionid=3f34474d-fe62-437f-bc6e-3f8183335436
