职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
软件测试工程师,9千-1.2万,杭州-西湖,1-3年,本科,自动化测试、Python、Selenium,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40497600106.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
资深数据架构师,2.4万-3.5万,杭州-余杭,5-10年,硕士,Hadoop、Hive、基础架构、数据架构、数据安全、Java、Python、Shell,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40555733314.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
数据库开发专家,3万-6万 · 15薪,杭州-滨江,经验不限,本科,MPP,天津海士管理咨询有限公司,http://jobs.zhaopin.com/CC855088510J40456292916.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
测试工程师【驻场泰隆+银行项目】,1.2万-1.7万,杭州-上城,3-5年,本科,Java、Python、自动化测试、性能测试、Selenium、Postman,上海晨钦信息科技服务有限公司,http://jobs.zhaopin.com/CCL1343356340J40385489712.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
ETL开发工程师,1.4万-1.8万,杭州-滨江,5-10年,本科,ETL、ERP、大数据开发、数据开发、数仓开发、报表开发、Kettle,海通安恒科技股份有限公司,http://jobs.zhaopin.com/CCL1311123450J40491048503.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
测试工程师,9千-1.2万,杭州-滨江,3-5年,大专,Python、Java、性能测试、白盒测试、安全测试、大数据测试、SQL、自动化测试,深圳市拓保软件有限公司,http://jobs.zhaopin.com/CC157088920J40388853916.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
测试开发工程师,2万-4万 · 16薪,杭州-滨江,1-3年,本科,Java、Python、C/C++,重庆科米力企业管理咨询有限公司,http://jobs.zhaopin.com/CCL1325756690J40539236812.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
售后技术支持工程师,6千-8千,杭州-西湖,1-3年,本科,SQL、Java、Python、Shell,杭州驰讯科技有限公司,http://jobs.zhaopin.com/CC219813528J90250055000.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
sre运维研发工程师,1万-1.4万 · 13薪,杭州-萧山,3-5年,本科,Shell、Python、Jenkins、Zabbix、系统运维、网络运维、桌面运维,维恩贝特科技有限公司,http://jobs.zhaopin.com/CC272648910J40509193708.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
it信息专员,6千-8千,杭州-萧山,3-5年,本科,OA系统、ERP系统、CRM系统、C语言、Python、SQL Server,开源环境科技集团有限公司,http://jobs.zhaopin.com/CCL1419132360J40541130212.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
技术经理,3万-5万 · 14薪,杭州-拱墅,5-10年,本科,Python、全栈开发,浙江巨能环境工程有限公司,http://jobs.zhaopin.com/CC577369420J40334672009.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
高级推荐算法专家,3.5万-7万 · 16薪,杭州-余杭,5-10年,本科,Python、推荐算法,杭州云骁企业管理有限公司,http://jobs.zhaopin.com/CCL1477971540J40512272603.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
C/C++开发工程师,1.5万-3万 · 15薪,杭州-滨江,经验不限,本科,后端开发、芯片开发、C语言、C++、Java、Python,外企德科,http://jobs.zhaopin.com/CC138117190J40366754905.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
java开发工程师中级,1万-1.6万,杭州-萧山,5-10年,本科,Spring、MySQL、Oracle、PostgreSQL、Python、Javascript,北京神州数字科技有限公司,http://jobs.zhaopin.com/CCL1280870410J40495579506.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
生信平台工程师,5千-7千,杭州-钱塘,经验不限,本科,HTML、CSS、Python,杭州景杰生物科技股份有限公司,http://jobs.zhaopin.com/CC408452810J40453777604.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
软件架构师,3万-6万,杭州-钱塘,5-10年,本科,Java、C#、Python、SQL、医疗器械软件,兰州科近泰基新技术有限责任公司,http://jobs.zhaopin.com/CC544913020J40541095501.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
算法工程师（8:30~17:30-杭州）,1.7万-2.1万,杭州-临平,1-3年,本科,Python、OR-TOOLS、linux,广东钰顺数字科技有限公司,http://jobs.zhaopin.com/CCL1419120480J40490004416.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
算法工程师(A173540),1.5万-3万 · 14薪,杭州-滨江,经验不限,硕士,C++、MATLAB、Python、FORTRAN、优化算法,光科芯图(北京)科技有限公司,http://jobs.zhaopin.com/CCL1419461850J40491767705.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
资深服务端开发工程师-AI在线服务,3万-6万 · 16薪,杭州-西湖,5-10年,本科,Python、C++、GO,北京琪达信通科技有限公司,http://jobs.zhaopin.com/CC883673530J40521739109.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
机器人&传感器工程师,1.6万-2万,杭州-余杭,3-5年,本科,机器人编程、机器人结构设计、机器人应用、机器人系统设计、C++、Python、linux、机器人运动算法、机器人测试,宇鹰医疗(杭州)有限公司,http://jobs.zhaopin.com/CCL1474944960J40493220316.htm?refcode=4019&srccode=401901&preactionid=7a738c36-3f70-4cca-8618-f0a0394045fa
