职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
高级生物信息分析师,1.2万-1.8万,杭州-西湖,3-5年,本科,Python、R语言、微生物、生物信息、基因组学、基因测序,杭州微数生物科技有限公司,http://jobs.zhaopin.com/CCL1267133250J40198483513.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
机器人软件架构师,2万-3万,杭州-钱塘,5-10年,本科,Java、Python、架构搭建经验、团队管理经验,张家口花椒科技有限公司,http://jobs.zhaopin.com/CCL1390253240J40472157213.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
高级应用运维工程师,1.3万-2万,杭州-滨江,3-5年,本科,Python、Java、Shell、Linux、Redis、应用运维、自动化运维、系统运维,北京新致君阳信息技术有限公司,http://jobs.zhaopin.com/CC404581310J40450339105.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
接口自动化测试,1万-1.2万,杭州-滨江,1-3年,本科,Python、MySQL、接口自动化测试、接口测试、服务端测试,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40509201905.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
软件开发工程师,面议,杭州-滨江,经验不限,本科,服务器端开发、后端开发、驱动开发、芯片开发、ARM开发、嵌入式开发、C语言、C++、Python、Java、Linux开发,华为技术有限公司,http://jobs.zhaopin.com/CC000542940J40498959414.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
云服务器开发主管,1.1万-1.8万 · 14薪,杭州-滨江,3-5年,本科,PHP、Python、Ruby、Node.js、TypeScript,日通(大连)科技有限公司,http://jobs.zhaopin.com/CC202988980J40546116312.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
测试工程师（会编程语言）,7千-1万,杭州-萧山,1-3年,本科,Python、Shell、银行,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40502998110.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
电商算法工程师,2万-3万,杭州-余杭,1-3年,硕士,Java、Python,江苏虫洞电子商务有限公司,http://jobs.zhaopin.com/CC392378580J40484073610.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
嵌入式软件工程师,1.5万-2.5万 · 16薪,杭州-拱墅,3-5年,本科,嵌入式软件开发、C语言、Python、物联网、KeilC51、UWB、BIuetooth、车联网,比舆科技(杭州)有限公司,http://jobs.zhaopin.com/CCL1415246580J40435432314.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
游戏测试工程师,7千-1万,杭州-滨江,3-5年,大专,Python、Linux、手游测试、页游测试、SLG游戏、动作游戏、竞速游戏、塔防游戏、体育竞技类游戏、音乐游戏,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40456143716.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
C#开发工程师,8千-1.2万,杭州-西湖,1-3年,本科,C++、算法基础、中级软件工程师、Python、后端开发、Windows、Winform,浙江挚典科技有限公司,http://jobs.zhaopin.com/CCL1389641170J40380835609.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
测试开发工程师,1.5万-3万 · 15薪,杭州-滨江,经验不限,本科,Java、Python、Golang、C/C++,外企德科,http://jobs.zhaopin.com/CC138117190J40366751405.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
测试开发专家,3万-4.5万 · 16薪,杭州-余杭,3-5年,本科,Python、Java、C/C++、Linux、测试开发,北京格鲁特咨询服务有限公司,http://jobs.zhaopin.com/CC566251380J40480316211.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
C++工程师,9千-1.8万,杭州-西湖,1-3年,本科,后端开发、Python、SQL、多线程、OpenGL、STL,浙江挚典科技有限公司,http://jobs.zhaopin.com/CCL1389641170J40296799009.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
软件开发工程师（前后端均可）,1.7万-3万 · 14薪,杭州-滨江,经验不限,本科,后端开发、Java、Python、全栈开发、WEB开发、SpringBoot、SpringCloud、分布式技术,外企德科,http://jobs.zhaopin.com/CC138117190J40333534405.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
UI软件工程师,5千-1万,杭州-上城,1-3年,本科,Java、C++、Python,杭州杭诚专利事务所有限公司,http://jobs.zhaopin.com/CC243916620J40535881812.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
软件测试工程师（杭州/高薪/双休）,1.3万-2万,杭州-滨江,5-10年,大专,Java、Python、MySQL、PYTEST、自动化测试/测试开发经验,深圳市法本信息技术股份有限公司,http://jobs.zhaopin.com/CC385622410J40475380406.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
JS开发工程师,1.6万-3万 · 14薪,杭州-滨江,经验不限,本科,Python、D3.js、前端架构、Java、数据结构、web前端、JavaScript,外企德科,http://jobs.zhaopin.com/CC138117190J40356967105.htm?refcode=4019&srccode=401901&preactionid=4c31af89-f600-497d-aca8-c9806cc5b48f
