职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
软件测试工程师,5千-1万,湖州-长兴县,1-3年,大专,功能测试、性能测试、渗透测试、自动化测试、系统测试、TestCenter、Jmeter、Python,湖州起杭信息技术有限公司,http://jobs.zhaopin.com/CCL1415527120J40459509207.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
软件/算法工程师（热流成像）,8千-1.5万,湖州-吴兴区,1-3年,本科,C++、Python、MATLAB、QT/OPEN CV、LabVIEW、图像处理算法、软件界面程序开发、测试、PyTorch,浙江大学湖州研究院,http://jobs.zhaopin.com/CCL1305152930J40321159616.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
信息系统经理,面议,湖州-南浔区,10年以上,本科,SAP系统、MySQL、SQL Server、Windows、Linux、C语言、Python、Java,吉利控股集团,http://jobs.zhaopin.com/CC000616940J40494417008.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
信息系统监理师,5千-1万,湖州,1-3年,大专,信息系统监理师、信息系统项目管理师、MySQL、Oracle、C++、Java、Python,湖州起杭信息技术有限公司,http://jobs.zhaopin.com/CCL1415527120J40404082407.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
大气模型工程师,1.2万-1.5万,湖州-吴兴区,1-3年,硕士,C++、Python、视觉图像算法,中科宇图,http://jobs.zhaopin.com/CC000588420J40386372212.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
数据工程师,9千-1.1万,湖州-吴兴区,3-5年,大专,Java、ETL、数据库,上海安幕智能科技有限公司,http://jobs.zhaopin.com/CCL1438798170J40559770014.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
数据工程师,1万-1.3万,湖州-吴兴区,3-5年,大专,Java、数据治理、Oracle、MySQL、ETL,北京五一深度信息技术有限公司,http://jobs.zhaopin.com/CC867227980J40497202811.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
数据工程师,6千-1.1万,湖州-吴兴区,1-3年,大专,ETL、Java,上海安幕智能科技有限公司,http://jobs.zhaopin.com/CCL1438798170J40559761714.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
数据工程师,1.3万-2.3万,湖州-吴兴区,1-3年,学历不限,Java、数据库、ETL开发,北京五一深度信息技术有限公司,http://jobs.zhaopin.com/CC867227980J40497200011.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
数据工程师,1.2万-1.3万,湖州-吴兴区,1-3年,学历不限,数据治理、Oracle、Java、ETL开发,北京五一深度信息技术有限公司,http://jobs.zhaopin.com/CC867227980J40497209211.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
数据工程师,1万-1.2万,湖州-吴兴区,3-5年,学历不限,数据治理、ETL开发、数据建模、Java、Oracle、MySQL,北京五一深度信息技术有限公司,http://jobs.zhaopin.com/CC867227980J40497204211.htm?refcode=4019&srccode=401901&preactionid=cc0b8c07-9d77-4bae-900a-71fac9016545
