职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
nlp数据挖掘,1.5万-1.6万,杭州-滨江,经验不限,硕士,分类算法、深度学习,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40487276402.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
ETL开发工程师,1.2万-1.8万,杭州-余杭,3-5年,本科,SQL、Python、Kettle、Oracle、MySQL、数据开发,浙江鸿程计算机系统有限公司,http://jobs.zhaopin.com/CC135288900J40394310308.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
Python大数据分析特训营课程HZ/培训招生,8千-1万 · 13薪,杭州-拱墅,经验不限,大专,模具设计、工装设计、机械零部件设计、机械外观设计、机械结构设计、机械仿真设计、机械电路设计、机械装配设计,51Testing,http://jobs.zhaopin.com/CC145362720J40364996402.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
NLP 数据挖掘/算法工程师,1.2万-2万,杭州-滨江,经验不限,硕士,深度学习、图像算法,山东智和创信息技术有限公司,http://jobs.zhaopin.com/CC461476710J40479681704.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
数据架构师/数据工程师（央企直招）,2.5万-3.5万,杭州-余杭,5-10年,本科,数据管理岗、CGDA/CGDP/CDMP,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40555721914.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
BI工程师/数据分析师,1.5万-1.8万,杭州-滨江,3-5年,本科,,上海兴岩信息科技有限公司,http://jobs.zhaopin.com/CC334558030J40543686514.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
ETL工程师,1.3万-1.8万,杭州-上城,3-5年,本科,Oracle、数据开发、监管报送,天阳科技,http://jobs.zhaopin.com/CC120408370J40409529208.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
流程管理工程师（杭州）,1万-1.5万 · 14薪,杭州-滨江,1-3年,本科,行业数据分析、流程优化、数据挖掘、IT项目、PMP项目管理认证,浙江宇视科技有限公司,http://jobs.zhaopin.com/CC451534410J40257637914.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
大数据负责人,3万-4.5万,杭州-滨江,10年以上,本科,数据架构、大模型,浙江连信科技有限公司,http://jobs.zhaopin.com/CC817345790J40520623301.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
（永安资本）量化交易员,1.5万-2.5万,杭州-上城,1-3年,硕士,量化分析、数据挖掘,永安期货,http://jobs.zhaopin.com/CC141713190J40244915001.htm?refcode=4019&srccode=401901&preactionid=22535e7f-ceb0-441a-be0b-1f1704a79789
