职位名称,薪水,工作地点,经验要求,学历要求,职位标签,公司名称,详情链接
数据分析工程师,1.5万-1.7万,杭州-滨江,3-5年,本科,,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40501079002.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据分析专员,4千-5千,杭州-萧山,1-3年,大专,,杭州菜番蕃科技有限公司,http://jobs.zhaopin.com/CCL1358686280J40551499714.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
产品数据专员,6千-8千,杭州-临平,1-3年,本科,SQL、PHOTOSHOP、图片处理、数据分析,浙江万明精配大数据科技有限公司,http://jobs.zhaopin.com/CC860921150J40497748409.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据分析师,150-200/天,杭州-余杭,1-3年,本科,,智云星峰(杭州)技术有限公司,http://jobs.zhaopin.com/CCL1476165920J40497968505.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据分析（2023或2024硕士毕业生）,8千-1.2万,杭州-临平,经验不限,硕士,应用统计学、数学,浙江联运环境工程股份有限公司,http://jobs.zhaopin.com/CC653031620J40522429207.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据开发,1.3万-1.5万,杭州-滨江,3-5年,本科,Java、阿里云,山东华科信息技术有限公司,http://jobs.zhaopin.com/CC293762780J40483685202.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据运营,1.2万-1.6万,杭州-西湖,3-5年,本科,精通SQL，PYTHON,外企德科,http://jobs.zhaopin.com/CC138117190J40482247605.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据清洗,4千-6千,杭州-滨江,经验不限,大专,数据清洗,杭州蓝聘网络技术有限公司,http://jobs.zhaopin.com/CCL1319002470J40452274810.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
运营提效 (MJ007522),7千-1万 · 14薪,杭州-滨江,3-5年,本科,销售数据运营、经营数据分析、SPSS、Power BI,正泰安能数字能源(浙江)股份有限公司,http://jobs.zhaopin.com/CC603456930J40479851416.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
高级数据分析,2.5万-4.5万,杭州-滨江,经验不限,本科,数据挖掘,河南爱收入科技有限公司杭州分公司,http://jobs.zhaopin.com/CCL1472368380J40477797016.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
MySQL DBA,8千-1.2万 · 13薪,杭州-萧山,1-3年,本科,MySQL,海量数据,http://jobs.zhaopin.com/CC153470110J40488792714.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据助理工程师（经理级）,1.5万-3万,杭州-滨江,5-10年,本科,电商数据运营、行业数据分析、商业数据分析、数据采集、销售数据运营、经营数据分析、财务数据分析、市场数据分析,浙江新兔科技有限公司,http://jobs.zhaopin.com/CC876235940J40339716711.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据库开发工程师,1.2万-1.9万 · 13薪,杭州-滨江,1-3年,本科,数据库、数据库开发、SQL、数据仓库、Oracle,北京银信长远科技股份有限公司深圳分公司,http://jobs.zhaopin.com/CC453344410J40228797616.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据开发工程师,1.4万-1.7万,杭州-萧山,3-5年,本科,恒生电子、证券,北京青钱信息技术有限公司,http://jobs.zhaopin.com/CC337626410J40505386910.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据运营,7千-8千,杭州-西湖,3-5年,本科,行业数据分析,武汉佰钧成技术有限责任公司,http://jobs.zhaopin.com/CC364485720J40506504305.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据开发工程师（银行项目）,1.5万-1.9万,杭州-萧山,5-10年,本科,数仓开发、ETL开发、数据治理、Hadoop、Hive、Flink、银行、金融,北京汉克时代科技有限公司,http://jobs.zhaopin.com/CC493150920J40557609414.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据库管理员,1万-1.8万 · 14薪,杭州-滨江,3-5年,大专,数据库、数据库管理员、Linux、MySQL、Redis、阿里云、Oracle、OCP,上海新炬网络信息技术股份有限公司,http://jobs.zhaopin.com/CCL1241548470J40210240612.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
bi数据分析师,1万-1.5万,杭州-西湖,3-5年,本科,报表开发、QuickBI,软通动力信息技术(集团)股份有限公司,http://jobs.zhaopin.com/CC000544460J40499140516.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
资深数据治理产品开发工程师,1.1万-2万,杭州-余杭,5-10年,本科,数据治理、ETL开发、数仓开发、Hadoop、Hive、Java、Python、Spark、HBase,北京霍因科技有限公司,http://jobs.zhaopin.com/CC608050080J40457263602.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
数据架构师/数据工程师（央企直招）,2.5万-3.5万,杭州-余杭,5-10年,本科,数据管理岗、CGDA/CGDP/CDMP,浙江希优信息科技有限公司,http://jobs.zhaopin.com/CC219838730J40555721914.htm?refcode=4019&srccode=401901&preactionid=f638a838-d47e-42b9-b84f-bd4963d33b5c
